custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
W5HEF2,10/11/2013,24/11/2013,24/11/2013,30,6.666666667,0,173.56,0,Y,N,N,Monday,RIC,Estimation,N
4JW5YP,24/11/2013,24/11/2013,24/11/2013,29,13.79310345,NA,50.29,0,Y,N,N,Monday,CHO,Validation,N
WQWSGC,24/11/2013,25/11/2013,25/11/2013,30,3.333333333,0,45.02,0,Y,N,N,Tuesday,RIC,Holdout,NA
NH387E,24/11/2013,24/11/2013,24/11/2013,25,12,8,45.02,0,Y,N,N,Tuesday,RIC,Holdout,NA
F43F82,06/06/2011,07/06/2011,02/01/2014,20,75,25,171.32,0.031914894,Y,N,N,Monday,CHO,Estimation,N
48AJZ3,18/11/2013,24/11/2013,24/11/2013,26,7.692307692,0,40.2,0,Y,N,N,Tuesday,RIC,Estimation,N
36JSHC,18/10/2013,09/12/2013,13/01/2014,29,68.96551724,20.68965517,62.75,0.114285714,Y,N,N,Tuesday,DCX,Estimation,N
GKJSDF,24/11/2013,24/11/2013,10/12/2013,14,42.85714286,21.42857143,42.61,0.125,Y,N,N,Tuesday,CHO,Validation,Y
CFTMHK,24/11/2013,24/11/2013,24/11/2013,21,0,NA,52.24,0,Y,N,N,Monday,RIC,Estimation,N
X74QEV,24/11/2013,24/11/2013,24/11/2013,23,26.08695652,0,45.02,0,Y,N,N,Tuesday,RIC,Holdout,NA
ZB5PTN,24/11/2013,24/11/2013,24/11/2013,25,4,0,40.02,0,Y,N,N,Monday,RIC,Estimation,N
S6UKSR,24/11/2013,24/11/2013,19/01/2014,42,33.33333333,11.9047619,65.52,0.125,Y,Y,Y,Monday,DCX,Validation,N
KXQLRG,24/11/2013,25/11/2013,25/11/2013,32,21.875,6.25,47.49,0,Y,Y,Y,Tuesday,DCX,Estimation,N
Q6RQY6,24/11/2013,24/11/2013,24/11/2013,23,4.347826087,4.347826087,40.2,0,Y,Y,N,Friday,RIC,Holdout,NA
WNMV7U,24/11/2013,24/11/2013,24/11/2013,28,3.571428571,0,77.84,0,Y,Y,N,Monday,DCX,Validation,N
NYSYXF,21/10/2013,25/11/2013,25/11/2013,31,9.677419355,6.451612903,90.78,0,Y,N,N,Tuesday,CHO,Estimation,N
MMCPN9,24/11/2013,24/11/2013,15/12/2013,28,89.28571429,28.57142857,40.58,0.095238095,Y,N,N,Monday,CHO,Estimation,N
H9BCES,24/11/2013,24/11/2013,16/01/2014,27,40.74074074,NA,60.83,0.037735849,Y,Y,N,Monday,CHO,Validation,N
QWWL3M,24/11/2013,24/11/2013,24/11/2013,29,0,0,40.25,0,Y,N,N,Tuesday,CHO,Holdout,NA
824L9D,24/11/2013,08/12/2013,08/12/2013,34,76.47058824,11.76470588,74.27,0,Y,N,N,Tuesday,BWI,Holdout,NA
N59Q8X,24/11/2013,24/11/2013,16/01/2014,36,11.11111111,5.555555556,37.35,0.132075472,Y,Y,N,Friday,RIC,Estimation,N
DELGKK,24/11/2013,24/11/2013,24/11/2013,28,14.28571429,NA,58.35,0,Y,N,N,Tuesday,DCX,Estimation,N
HDA2X5,24/11/2013,03/12/2013,03/12/2013,27,3.703703704,0,127.27,0,Y,N,N,Wednesday,RIC,Validation,N
C77F2D,13/10/2013,28/10/2013,24/11/2013,23,13.04347826,4.347826087,38.46,0.074074074,Y,N,N,Monday,CHO,Validation,N
CCGGFN,25/11/2013,25/11/2013,12/01/2014,25,80,44,62.97,0.083333333,Y,N,N,Monday,RIC,Estimation,N
ALH29L,25/11/2013,25/11/2013,25/11/2013,24,12.5,0,40.2,0,Y,N,N,Monday,RIC,Estimation,N
2P8QBU,25/11/2013,25/11/2013,25/11/2013,2,50,0,40,0,Y,N,N,Tuesday,DCX,Validation,Y
UWHFJ6,25/11/2013,25/11/2013,25/11/2013,13,69.23076923,0,45.02,0,Y,N,N,Tuesday,RIC,Estimation,Y
XCEVC5,25/11/2013,25/11/2013,25/11/2013,24,95.83333333,0,40.2,0,Y,N,N,Friday,DCX,Holdout,NA
C2QH7M,21/11/2013,25/11/2013,25/11/2013,29,20.68965517,NA,40.2,0,N,N,N,Tuesday,RIC,Estimation,N
AYWXN3,25/11/2013,25/11/2013,16/01/2014,25,88,16,66.21,0.057692308,Y,Y,Y,Friday,DCX,Holdout,NA
KNHUT7,25/11/2013,25/11/2013,25/11/2013,22,86.36363636,13.63636364,106.22,0,Y,N,N,Tuesday,CHO,Validation,N
MMNV46,21/11/2013,25/11/2013,25/11/2013,13,84.61538462,0,40.02,0,Y,N,N,Wednesday,RIC,Estimation,Y
KKWG33,25/11/2013,25/11/2013,25/11/2013,29,10.34482759,3.448275862,40,0,Y,N,N,Tuesday,DCX,Validation,N
7Y4TJQ,30/10/2013,04/12/2013,04/12/2013,21,90.47619048,47.61904762,110.4,0,Y,N,Y,Thursday,DCX,Holdout,NA
4JWNJ8,25/11/2013,25/11/2013,25/11/2013,18,22.22222222,5.555555556,35,0,Y,N,N,Tuesday,DCX,Estimation,N
MGC6KV,25/11/2013,25/11/2013,25/11/2013,25,0,0,40.2,0,Y,Y,Y,Saturday,DCX,Estimation,N
W4HE9N,25/11/2013,25/11/2013,25/11/2013,31,25.80645161,NA,34.95,0,Y,N,Y,Tuesday,BWI,Holdout,NA
KSB94W,25/11/2013,25/11/2013,25/11/2013,14,35.71428571,28.57142857,31,0,Y,N,N,Tuesday,DCX,Estimation,N
JEEQ8Y,25/11/2013,25/11/2013,25/11/2013,28,7.142857143,7.142857143,31.02,0,Y,N,N,Tuesday,CHO,Validation,N
XYDBKU,25/11/2013,25/11/2013,25/11/2013,29,3.448275862,3.448275862,29,0,Y,N,N,Tuesday,DCX,Validation,N
MS8GAD,25/11/2013,25/11/2013,25/11/2013,4,75,50,29,0,Y,N,N,Tuesday,DCX,Holdout,NA
BSNUWN,25/11/2013,25/11/2013,25/11/2013,1,100,0,80.05,0,N,N,N,Tuesday,RIC,Holdout,NA
ZGV7JT,25/11/2013,25/11/2013,25/11/2013,15,13.33333333,0,40.2,0,Y,N,Y,Monday,DCX,Estimation,Y
3F44HS,25/11/2013,25/11/2013,25/11/2013,26,53.84615385,15.38461538,29,0,Y,N,N,Friday,DCX,Validation,N
9DSKY8,19/11/2013,25/11/2013,25/11/2013,26,50,11.53846154,40.02,0,Y,Y,Y,Tuesday,DCX,Estimation,N
84XRQ9,25/11/2013,25/11/2013,25/11/2013,29,6.896551724,0,51.39,0,Y,N,N,Tuesday,DCX,Estimation,N
KTYUBY,21/11/2013,25/11/2013,25/11/2013,30,10,10,40,0,Y,N,N,Tuesday,DCX,Estimation,N
D3KS5S,25/11/2013,25/11/2013,25/11/2013,27,37.03703704,14.81481481,31,0,Y,N,N,Tuesday,DCX,Estimation,N
6PG8YG,25/11/2013,25/11/2013,25/11/2013,29,10.34482759,6.896551724,29,0,Y,N,N,Monday,DCX,Estimation,N
BRTTYS,25/11/2013,25/11/2013,25/11/2013,29,6.896551724,3.448275862,1,0,Y,N,N,Tuesday,DCX,Estimation,N
FVCJHZ,25/11/2013,25/11/2013,25/11/2013,28,3.571428571,3.571428571,40.02,0,Y,N,N,Tuesday,CHO,Holdout,NA
ZQYA2V,25/11/2013,25/11/2013,25/11/2013,29,10.34482759,NA,40.02,0,Y,N,Y,Wednesday,DCX,Estimation,N
QXHTWU,25/11/2013,11/12/2013,11/12/2013,32,6.25,3.125,53.14,0,Y,N,N,Friday,DCX,Estimation,N
AHFVPY,25/11/2013,25/11/2013,12/01/2014,39,61.53846154,20.51282051,39.73,0.145833333,Y,Y,N,Monday,RIC,Holdout,NA
P8H6DM,25/11/2013,25/11/2013,25/11/2013,13,61.53846154,7.692307692,1,0,Y,N,N,Friday,DCX,Estimation,N
DWMLAB,25/11/2013,25/11/2013,25/11/2013,25,28,8,29,0,Y,N,N,Thursday,BWI,Holdout,NA
3SSXJB,25/11/2013,25/11/2013,25/11/2013,17,70.58823529,5.882352941,31,0,Y,N,N,Saturday,DCX,Estimation,N
HX3Z5M,25/11/2013,25/11/2013,17/01/2014,29,51.72413793,13.79310345,54.48,0.037735849,Y,N,N,Tuesday,DCX,Validation,N
8QZD9K,25/11/2013,25/11/2013,25/11/2013,28,39.28571429,21.42857143,45.02,0,Y,Y,N,Tuesday,RIC,Holdout,NA
7ER5E9,25/11/2013,25/11/2013,25/11/2013,22,68.18181818,0,129.81,0,Y,N,N,Wednesday,RIC,Holdout,NA
RA68RF,25/11/2013,25/11/2013,25/11/2013,28,17.85714286,NA,31,0,Y,N,N,Monday,DCX,Estimation,N
8JDT64,25/11/2013,25/11/2013,25/11/2013,26,61.53846154,11.53846154,1,0,Y,N,N,Tuesday,DCX,Estimation,N
7SPRKV,25/11/2013,28/11/2013,28/11/2013,25,100,20,45.54,0,Y,N,N,Tuesday,RIC,Holdout,NA
SQ4CEU,25/11/2013,25/11/2013,25/11/2013,22,68.18181818,4.545454545,1.02,0,Y,N,N,Wednesday,CHO,Estimation,N
PPQKKV,25/11/2013,25/11/2013,25/11/2013,14,21.42857143,0,51.48,0,Y,N,N,Tuesday,DCX,Holdout,NA
AVUXHN,25/11/2013,25/11/2013,08/12/2013,24,54.16666667,0,59.9,0.153846154,Y,N,N,Tuesday,CHO,Estimation,N
CL5FJB,25/11/2013,25/11/2013,01/01/2014,24,79.16666667,12.5,49.08,0.054054054,Y,N,N,Wednesday,DCX,Holdout,NA
XT4YT2,25/11/2013,25/11/2013,25/11/2013,27,22.22222222,3.703703704,35,0,Y,N,N,Friday,DCX,Holdout,NA
6VN6KD,06/10/2013,25/11/2013,12/01/2014,26,92.30769231,23.07692308,41.52,0.125,Y,Y,Y,Monday,DCX,Validation,N
MRSSTQ,25/11/2013,25/11/2013,25/11/2013,23,21.73913043,4.347826087,31.02,0,Y,N,N,Wednesday,DCX,Estimation,N
6M3553,05/11/2013,09/12/2013,09/12/2013,25,88,44,60.1,0,Y,N,N,Wednesday,RIC,Validation,N
U8WNNS,25/11/2013,02/12/2013,02/12/2013,25,96,16,82.64,0,Y,N,N,Tuesday,CHO,Estimation,N
P57XUF,15/11/2013,10/12/2013,10/12/2013,29,62.06896552,20.68965517,53.65,0,Y,N,N,Friday,RIC,Holdout,NA
JZUL37,25/11/2013,25/11/2013,10/12/2013,17,94.11764706,5.882352941,40.12,0.133333333,Y,N,N,Monday,RIC,Validation,N
4XQVD5,30/03/2013,15/04/2013,13/01/2014,32,28.125,6.25,73.2,0.135531136,N,Y,N,Tuesday,RIC,Holdout,NA
RRSQFK,25/11/2013,25/11/2013,25/11/2013,7,85.71428571,0,40,0,Y,N,N,Monday,DCX,Estimation,N
27HABG,25/11/2013,25/11/2013,25/11/2013,22,36.36363636,NA,81.15,0,Y,N,N,Wednesday,DCX,Estimation,N
JQ53WQ,25/11/2013,26/11/2013,26/11/2013,20,85,0,45.02,0,Y,Y,N,Wednesday,RIC,Estimation,N
YH5HJT,25/11/2013,27/11/2013,03/01/2014,31,6.451612903,3.225806452,70.5,0.054054054,Y,N,N,Monday,BWI,Estimation,N
ZM9V34,25/11/2013,25/11/2013,25/11/2013,30,3.333333333,NA,50.51,0,Y,N,N,Tuesday,CHO,Holdout,NA
H8LZZ6,25/11/2013,25/11/2013,25/11/2013,17,76.47058824,29.41176471,40.2,0,Y,N,N,Tuesday,RIC,Estimation,N
WCVD6A,25/11/2013,26/11/2013,26/11/2013,8,37.5,12.5,40.2,0,Y,N,Y,Wednesday,DCX,Holdout,NA
HB2DDG,25/11/2013,25/11/2013,22/12/2013,22,54.54545455,45.45454545,46.49,0.111111111,Y,N,N,Tuesday,CHO,Holdout,NA
5AU5U9,25/11/2013,25/11/2013,25/11/2013,25,0,0,40.2,0,Y,N,N,Tuesday,RIC,Holdout,NA
2458N2,25/11/2013,25/11/2013,25/11/2013,29,0,0,45.02,0,Y,N,N,Tuesday,RIC,Estimation,N
ET337X,17/11/2013,26/11/2013,30/12/2013,34,20.58823529,0,39.95,0.088235294,Y,N,N,Tuesday,BWI,Estimation,N
NXUTXR,25/11/2013,21/12/2013,31/12/2013,15,80,6.666666667,170.26,0.3,Y,N,Y,Monday,RIC,Estimation,Y
QNBY6C,25/11/2013,25/11/2013,13/01/2014,29,0,0,152.01,0.102040816,Y,N,Y,Tuesday,RIC,Validation,N
L83GSQ,25/11/2013,25/11/2013,25/11/2013,29,10.34482759,0,40.02,0,Y,Y,N,Monday,RIC,Validation,N
YTBCJT,23/11/2013,25/11/2013,02/12/2013,21,23.80952381,14.28571429,82.07,0.285714286,Y,Y,N,Wednesday,RIC,Holdout,NA
VPNUVF,29/10/2013,25/11/2013,08/12/2013,28,25,7.142857143,38.46,0.153846154,Y,N,N,Monday,DCX,Estimation,N
EDH6N7,25/11/2013,25/11/2013,25/11/2013,1,100,0,40,0,Y,N,N,Monday,DCX,Validation,Y
PKD557,25/11/2013,25/11/2013,25/11/2013,22,72.72727273,0,45.02,0,Y,N,N,Tuesday,RIC,Estimation,N
4TSESC,25/11/2013,25/11/2013,25/11/2013,17,94.11764706,0,60.26,0,Y,N,N,Tuesday,CHO,Estimation,N
XZY2M3,25/11/2013,25/11/2013,25/11/2013,23,0,NA,45.02,0,Y,Y,N,Saturday,DCX,Validation,N
2XL7JB,25/11/2013,25/11/2013,25/11/2013,23,43.47826087,0,45.02,0,Y,N,N,Tuesday,RIC,Estimation,N
ZYEY4T,25/11/2013,10/12/2013,20/12/2013,29,31.03448276,10.34482759,42.4,0.2,Y,N,N,Wednesday,DCX,Estimation,N
3249AY,25/11/2013,25/11/2013,25/11/2013,26,0,0,46.23,0,Y,N,N,Tuesday,RIC,Estimation,N
ASWRJB,25/11/2013,25/11/2013,25/11/2013,24,33.33333333,4.166666667,120.14,0,Y,N,N,Thursday,DCX,Validation,N
A8DURP,25/11/2013,25/11/2013,25/11/2013,22,81.81818182,0,45.02,0,Y,Y,N,Wednesday,RIC,Estimation,N
53S8ZB,25/11/2013,25/11/2013,25/12/2013,23,60.86956522,17.39130435,59.15,0.1,Y,N,N,Saturday,BWI,Holdout,NA
59J3XU,26/11/2013,26/11/2013,26/11/2013,20,15,10,35.2,0,N,N,N,Wednesday,RIC,Estimation,N
BQEPTD,26/11/2013,26/11/2013,26/11/2013,30,33.33333333,6.666666667,40.2,0,Y,N,N,Monday,CHO,Estimation,N
EJFSTY,26/11/2013,11/12/2013,11/12/2013,26,23.07692308,NA,40.2,0,Y,Y,N,Thursday,RIC,Estimation,N
MHDEMX,19/11/2013,26/11/2013,09/12/2013,23,60.86956522,NA,154.07,0.153846154,Y,Y,N,Tuesday,RIC,Validation,N
YGVFWY,26/11/2013,26/11/2013,26/11/2013,23,30.43478261,13.04347826,34.95,0,Y,N,N,Saturday,BWI,Validation,N
BHGGSK,26/11/2013,26/11/2013,11/12/2013,22,22.72727273,13.63636364,37.8,0.133333333,Y,Y,N,Thursday,RIC,Estimation,N
6Z6KMX,26/11/2013,26/11/2013,26/11/2013,19,84.21052632,15.78947368,57.49,0,Y,N,Y,Wednesday,RIC,Estimation,N
VMBPJ3,26/11/2013,26/11/2013,08/12/2013,27,18.51851852,11.11111111,25.74,0.25,Y,N,N,Monday,DCX,Estimation,N
CB2KHK,26/11/2013,26/11/2013,26/11/2013,30,10,6.666666667,31,0,Y,N,N,Monday,DCX,Validation,N
CRTZUQ,26/11/2013,26/11/2013,26/11/2013,21,95.23809524,4.761904762,40.2,0,Y,N,N,Wednesday,RIC,Holdout,NA
23ZHFH,26/11/2013,26/11/2013,26/11/2013,32,9.375,6.25,44.95,0,Y,N,N,Tuesday,DCX,Validation,N
P257CD,26/11/2013,26/11/2013,07/01/2014,33,0,0,39.95,0.047619048,Y,Y,Y,Wednesday,DCX,Validation,N
SBQSEB,26/11/2013,26/11/2013,26/11/2013,26,11.53846154,0,40.02,0,Y,N,N,Monday,DCX,Estimation,N
KZU6L7,19/11/2013,26/11/2013,26/11/2013,20,80,0,57.33,0,Y,N,N,Wednesday,RIC,Holdout,NA
7S2WHW,26/11/2013,27/11/2013,27/11/2013,29,3.448275862,0,51.25,0,Y,N,N,Friday,RIC,Validation,N
H3RS8Y,26/11/2013,26/11/2013,12/12/2013,19,42.10526316,5.263157895,28.5,0.1875,Y,N,N,Wednesday,DCX,Estimation,N
XYT5WQ,26/11/2013,02/12/2013,06/12/2013,27,11.11111111,0,32.71,0.5,Y,N,N,Thursday,RIC,Estimation,N
4W39BE,26/11/2013,18/12/2013,18/12/2013,21,85.71428571,19.04761905,29.62,0,Y,N,N,Friday,DCX,Validation,N
AW3FMN,26/11/2013,02/12/2013,02/12/2013,27,33.33333333,NA,30.34,0,Y,N,N,Tuesday,CHO,Estimation,N
6BKES2,26/11/2013,26/11/2013,01/12/2013,26,38.46153846,NA,35.48,0.4,Y,N,N,Wednesday,DCX,Holdout,NA
MXMBQN,26/11/2013,15/12/2013,15/12/2013,32,59.375,12.5,25,0,Y,N,N,Thursday,DCX,Validation,N
DCMHNX,26/11/2013,26/11/2013,26/11/2013,26,0,0,45.02,0,Y,N,N,Wednesday,RIC,Estimation,N
LD6E5P,26/11/2013,26/11/2013,26/11/2013,23,91.30434783,0,45.02,0,Y,N,N,Monday,RIC,Validation,N
L6VBVZ,26/11/2013,26/11/2013,26/11/2013,16,50,NA,40.97,0,Y,N,N,Wednesday,CHO,Estimation,N
CPR4BS,26/11/2013,26/11/2013,26/11/2013,1,100,0,45.02,0,Y,N,N,Saturday,DCX,Validation,Y
AD2KXJ,26/11/2013,26/11/2013,26/11/2013,28,28.57142857,NA,44.15,0,Y,N,Y,Tuesday,DCX,Holdout,NA
VG9GGP,26/11/2013,26/11/2013,18/12/2013,27,29.62962963,14.81481481,50.26,0.136363636,Y,N,N,Thursday,DCX,Validation,N
WB3QKX,26/11/2013,26/11/2013,26/11/2013,1,0,0,45.02,0,Y,N,N,Wednesday,DCX,Holdout,NA
RKRWCK,26/11/2013,26/11/2013,26/11/2013,18,38.88888889,NA,45.02,0,Y,N,N,Tuesday,RIC,Holdout,NA
HY9UQY,26/11/2013,26/11/2013,26/11/2013,27,55.55555556,11.11111111,35,0,Y,N,N,Tuesday,DCX,Estimation,N
S46HN9,26/11/2013,26/11/2013,26/11/2013,24,25,NA,40.02,0,Y,N,N,Wednesday,RIC,Holdout,NA
VE3BUX,26/11/2013,26/11/2013,26/11/2013,29,13.79310345,3.448275862,40.2,0,Y,N,N,Monday,RIC,Estimation,N
H6T8Q6,26/11/2013,26/11/2013,06/01/2014,28,3.571428571,3.571428571,25.39,0.048780488,Y,N,N,Wednesday,DCX,Holdout,NA
JU7353,02/12/2013,17/12/2013,17/12/2013,21,80.95238095,28.57142857,50.82,0,Y,N,N,Wednesday,CHO,Holdout,NA
GXH9HE,26/11/2013,26/11/2013,26/11/2013,11,45.45454545,18.18181818,40.2,0,Y,Y,N,Friday,RIC,Holdout,NA
VKE4N5,26/11/2013,26/11/2013,26/11/2013,1,100,NA,31,0,Y,N,N,Thursday,DCX,Holdout,NA
VZBGXL,26/11/2013,26/11/2013,26/11/2013,24,33.33333333,4.166666667,31,0,Y,N,N,Thursday,DCX,Validation,N
P2WAXA,15/11/2013,26/11/2013,26/11/2013,26,0,NA,45.02,0,Y,N,N,Wednesday,RIC,Validation,N
9FGCLR,26/11/2013,26/11/2013,26/11/2013,28,7.142857143,3.571428571,1,0,Y,N,N,Thursday,DCX,Holdout,NA
84Q7E7,26/11/2013,26/11/2013,07/01/2014,22,22.72727273,13.63636364,52.92,0.047619048,Y,N,N,Thursday,DCX,Estimation,Y
FARJKV,26/11/2013,26/11/2013,26/11/2013,14,85.71428571,21.42857143,40.02,0,Y,Y,N,Wednesday,RIC,Validation,N
QCS75N,26/11/2013,26/11/2013,26/11/2013,28,60.71428571,NA,40,0,Y,N,Y,Tuesday,DCX,Validation,N
BLUY9C,26/11/2013,26/11/2013,26/11/2013,13,92.30769231,7.692307692,29,0,Y,N,N,Thursday,DCX,Holdout,NA
7LQ2SA,26/11/2013,26/11/2013,07/01/2014,35,45.71428571,14.28571429,60.27,0.166666667,Y,Y,N,Wednesday,DCX,Estimation,N
7YPKAN,26/11/2013,26/11/2013,26/11/2013,28,25,10.71428571,35,0,Y,N,N,Thursday,DCX,Holdout,NA
QHFS9T,26/11/2013,26/11/2013,20/01/2014,12,83.33333333,25,61.32,0.036363636,Y,N,Y,Friday,DCX,Validation,N
F9FWJP,26/11/2013,26/11/2013,26/11/2013,26,7.692307692,7.692307692,40.2,0,Y,N,N,Wednesday,CHO,Estimation,N
EW8QA2,14/11/2013,26/11/2013,26/11/2013,19,63.15789474,31.57894737,64.81,0,Y,N,N,Wednesday,RIC,Holdout,NA
2S8MU7,26/11/2013,04/12/2013,04/12/2013,13,30.76923077,15.38461538,45.02,0,Y,N,N,Thursday,RIC,Validation,Y
NUFMUD,26/11/2013,26/11/2013,26/11/2013,33,9.090909091,6.060606061,45.02,0,Y,Y,N,Monday,RIC,Validation,N
CWNFBR,11/11/2013,26/11/2013,26/11/2013,25,12,0,40,0,Y,Y,N,Wednesday,DCX,Estimation,N
9GZ4VD,26/11/2013,28/11/2013,28/11/2013,25,44,0,44.95,0,Y,Y,N,Tuesday,CHO,Validation,N
5CS4C4,26/11/2013,26/11/2013,26/11/2013,26,0,NA,81.5,0,Y,N,N,Wednesday,RIC,Estimation,N
YR3D5H,26/11/2013,26/11/2013,26/11/2013,31,12.90322581,3.225806452,45.02,0,Y,Y,N,Monday,RIC,Estimation,N
WETL44,26/11/2013,26/11/2013,26/11/2013,3,66.66666667,33.33333333,40.02,0,Y,N,N,Wednesday,CHO,Validation,Y
VFU5Z5,26/11/2013,26/11/2013,26/11/2013,26,3.846153846,0,45.02,0,Y,N,N,Wednesday,RIC,Estimation,N
LNV6RN,27/11/2013,27/11/2013,27/11/2013,22,81.81818182,NA,45.02,0,Y,Y,N,Wednesday,CHO,Estimation,N
VK224L,27/11/2013,27/11/2013,22/12/2013,27,77.77777778,11.11111111,56.42,0.08,Y,Y,N,Friday,RIC,Validation,N
M8F7FH,27/11/2013,27/11/2013,27/11/2013,28,3.571428571,0,40.2,0,Y,Y,N,Monday,RIC,Holdout,NA
QN8GCV,27/11/2013,13/01/2014,13/01/2014,27,18.51851852,7.407407407,40.02,0,Y,Y,N,Thursday,RIC,Estimation,N
7CUDWQ,27/11/2013,27/11/2013,27/11/2013,28,0,0,64.77,0,Y,N,N,Friday,RIC,Validation,N
VGT8CE,27/11/2013,27/11/2013,27/11/2013,28,28.57142857,3.571428571,45.02,0,Y,Y,N,Tuesday,CHO,Estimation,N
RP6M6R,27/11/2013,27/11/2013,27/11/2013,31,12.90322581,3.225806452,40.02,0,Y,N,N,Tuesday,RIC,Validation,N
TE5LNF,27/11/2013,18/12/2013,18/12/2013,26,76.92307692,11.53846154,31.02,0,Y,N,N,Thursday,DCX,Estimation,N
BDXBH4,27/11/2013,27/11/2013,09/01/2014,25,92,12,40.7,0.069767442,Y,Y,N,Friday,RIC,Validation,N
69QKNE,27/11/2013,27/11/2013,27/11/2013,28,0,0,53.54,0,Y,N,N,Friday,DCX,Validation,N
S7PEYL,27/11/2013,27/11/2013,27/11/2013,29,3.448275862,3.448275862,40.2,0,Y,N,N,Monday,DCX,Holdout,NA
HZSH7V,24/11/2013,09/12/2013,09/12/2013,32,31.25,21.875,59.11,0,Y,N,N,Tuesday,DCX,Validation,N
JVQEU2,27/11/2013,27/11/2013,27/11/2013,25,84,4,40.2,0,Y,N,N,Friday,RIC,Estimation,N
N47NWV,27/11/2013,29/11/2013,29/11/2013,33,27.27272727,12.12121212,149.1,0,Y,N,N,Monday,DCX,Estimation,N
LP5YHA,27/11/2013,27/11/2013,09/12/2013,22,54.54545455,0,31.25,0.166666667,Y,N,N,Monday,CHO,Estimation,N
BZVRAA,27/11/2013,27/11/2013,27/11/2013,28,3.571428571,NA,45.02,0,Y,Y,N,Friday,RIC,Estimation,N
CVFL9V,27/11/2013,27/11/2013,01/01/2014,20,80,15,61.9,0.085714286,Y,Y,N,Monday,CHO,Estimation,N
UTJ4ZT,27/11/2013,03/12/2013,03/12/2013,27,29.62962963,0,113.46,0,Y,N,N,Wednesday,RIC,Holdout,NA
QTXCZP,27/11/2013,27/11/2013,27/11/2013,25,60,16,99.64,0,Y,N,N,Thursday,CHO,Estimation,N
ASD233,03/10/2013,27/11/2013,27/11/2013,20,25,5,40.02,0,Y,Y,N,Monday,RIC,Holdout,NA
EAPLGP,26/11/2013,03/12/2013,15/12/2013,17,64.70588235,17.64705882,55.48,0.166666667,Y,N,N,Thursday,CHO,Validation,N
2QL4A5,27/11/2013,27/11/2013,27/11/2013,25,72,0,45.02,0,Y,Y,N,Friday,RIC,Estimation,N
PVPLA6,27/11/2013,27/11/2013,16/01/2014,36,19.44444444,5.555555556,38.78,0.18,Y,Y,Y,Friday,RIC,Holdout,NA
F4T8KG,27/11/2013,27/11/2013,27/11/2013,29,0,0,40.02,0,Y,N,N,Tuesday,RIC,Estimation,N
SNSXGD,27/11/2013,27/11/2013,09/01/2014,30,10,6.666666667,28.55,0.093023256,Y,Y,N,Friday,RIC,Validation,N
ZRLD3H,27/11/2013,27/11/2013,27/11/2013,27,3.703703704,0,45.02,0,Y,N,N,Friday,RIC,Estimation,N
4H7W2R,28/11/2013,28/11/2013,28/11/2013,21,0,0,45.02,0,Y,N,N,Monday,RIC,Estimation,N
86UUVK,28/11/2013,28/11/2013,28/11/2013,26,73.07692308,46.15384615,40.2,0,Y,N,N,Monday,RIC,Holdout,NA
87RQFM,18/11/2013,28/11/2013,28/11/2013,18,50,11.11111111,81.2,0,Y,Y,N,Monday,RIC,Estimation,N
WAG8HL,28/11/2013,28/11/2013,28/11/2013,26,34.61538462,11.53846154,40.2,0,Y,Y,N,Monday,RIC,Estimation,N
W76BAH,28/11/2013,28/11/2013,28/11/2013,29,6.896551724,3.448275862,91.29,0,Y,N,N,Monday,CHO,Estimation,N
85X5FX,19/09/2013,03/12/2013,03/12/2013,29,3.448275862,3.448275862,17.61,0,Y,N,N,Thursday,RIC,Holdout,NA
D59QTN,28/11/2013,28/11/2013,28/11/2013,25,52,8,39.95,0,Y,N,N,Saturday,DCX,Validation,N
5Y86WZ,26/11/2013,28/11/2013,28/11/2013,24,91.66666667,0,81.2,0,Y,N,N,Friday,DCX,Estimation,N
HJ53DY,28/11/2013,28/11/2013,28/11/2013,34,11.76470588,11.76470588,40.25,0,Y,N,N,Monday,CHO,Estimation,N
E9QCLG,11/11/2013,28/11/2013,28/11/2013,29,3.448275862,3.448275862,40.02,0,Y,N,N,Wednesday,DCX,Estimation,N
P47UB6,26/10/2013,04/12/2013,18/12/2013,29,17.24137931,NA,95,0.142857143,Y,N,N,Thursday,DCX,Validation,N
ESDXRM,28/11/2013,28/11/2013,19/01/2014,26,38.46153846,3.846153846,38.89,0.038461538,Y,Y,N,Friday,RIC,Estimation,N
GRMN9U,01/11/2013,28/11/2013,28/11/2013,27,3.703703704,0,43.43,0,Y,N,N,Thursday,RIC,Estimation,N
F2VC3H,29/11/2013,29/11/2013,08/12/2013,16,93.75,18.75,24.96,0.333333333,Y,N,N,Wednesday,RIC,Holdout,NA
KU4VWY,29/11/2013,29/11/2013,29/11/2013,28,10.71428571,0,40.22,0,Y,N,N,Monday,RIC,Estimation,N
X7XWYQ,29/11/2013,29/11/2013,12/01/2014,33,45.45454545,3.03030303,30.3,0.068181818,Y,Y,N,Monday,RIC,Estimation,N
DXX5SL,29/11/2013,29/11/2013,29/11/2013,26,11.53846154,7.692307692,40.02,0,Y,N,N,Wednesday,RIC,Validation,N
YNK58Z,29/11/2013,29/11/2013,05/01/2014,29,37.93103448,27.5862069,32.01,0.162162162,Y,Y,Y,Monday,DCX,Validation,N
